DeltaT_C,RH,surface,theta_deg,tau_min,t_s,tau,C,A
10,0.90,Untreated glass,20,0.09,240,0.890110,0.044294,1
10,0.90,Untreated glass,20,0.09,245,0.908997,0.036467,1
10,0.90,Untreated glass,20,0.09,250,0.924056,0.030023,1
10,0.90,Untreated glass,20,0.09,255,0.936855,0.024718,1
10,0.90,Untreated glass,20,0.09,260,0.948128,0.020350,1
10,0.90,Untreated glass,20,0.09,265,0.957818,0.016754,1
10,0.90,Untreated glass,20,0.09,270,0.965701,0.013793,1
10,0.90,Untreated glass,20,0.09,275,0.971857,0.011356,1
10,0.90,Untreated glass,20,0.09,280,0.976695,0.009349,1
10,0.90,Untreated glass,20,0.09,285,0.980680,0.007697,1
10,0.90,Untreated glass,20,0.09,290,0.984105,0.006337,1
10,0.90,Untreated glass,20,0.09,295,0.987052,0.005217,1
10,0.90,Untreated glass,20,0.09,300,0.989501,0.004295,1
10,0.90,Untreated glass,20,0.09,305,0.991454,0.003536,1
10,0.90,Untreated glass,20,0.09,310,0.992981,0.002911,1
10,0.90,Untreated glass,20,0.09,315,0.994194,0.002397,1
10,0.90,Untreated glass,20,0.09,320,0.995199,0.001973,1
10,0.90,Untreated glass,20,0.09,325,0.996055,0.001625,1
10,0.90,Untreated glass,20,0.09,330,0.996785,0.001338,1
10,0.90,Untreated glass,20,0.09,335,0.997391,0.001101,1
10,0.90,Untreated glass,20,0.09,340,0.997878,0.000907,1
10,0.90,Untreated glass,20,0.09,345,0.998261,0.000746,1
10,0.90,Untreated glass,20,0.09,350,0.998565,0.000615,1
10,0.90,Untreated glass,20,0.09,355,0.998813,0.000506,1
10,0.90,Untreated glass,20,0.09,360,0.999022,0.000417,1
10,0.90,Untreated glass,20,0.09,365,0.999199,0.000343,1
10,0.90,Untreated glass,20,0.09,370,0.999348,0.000282,1
10,0.90,Untreated glass,20,0.09,375,0.999470,0.000232,1
10,0.90,Untreated glass,20,0.09,380,0.999568,0.000191,1
10,0.90,Untreated glass,20,0.09,385,0.999646,0.000158,1
10,0.90,Untreated glass,20,0.09,390,0.999707,0.000130,1
10,0.90,Untreated glass,20,0.09,395,0.999758,0.000107,1
10,0.90,Untreated glass,20,0.09,400,0.999801,0.000088,1
10,0.90,Untreated glass,20,0.09,405,0.999837,0.000072,1
10,0.90,Untreated glass,20,0.09,410,0.999867,0.000060,1
10,0.90,Untreated glass,20,0.09,415,0.999892,0.000049,1
10,0.90,Untreated glass,20,0.09,420,0.999912,0.000040,1
10,0.90,Untreated glass,20,0.09,425,0.999928,0.000033,1
10,0.90,Untreated glass,20,0.09,430,0.999940,0.000027,1
10,0.90,Untreated glass,20,0.09,435,0.999951,0.000023,1
10,0.90,Untreated glass,20,0.09,440,0.999959,0.000019,1
10,0.90,Untreated glass,20,0.09,445,0.999967,0.000015,1
10,0.90,Untreated glass,20,0.09,450,0.999973,0.000013,1
10,0.90,Untreated glass,20,0.09,455,0.999978,0.000010,1
10,0.90,Untreated glass,20,0.09,460,0.999982,0.000009,1
10,0.90,Untreated glass,20,0.09,465,0.999985,0.000007,1
10,0.90,Untreated glass,20,0.09,470,0.999988,0.000006,1
10,0.90,Untreated glass,20,0.09,475,0.999990,0.000005,1
10,0.90,Untreated glass,20,0.09,480,0.999992,0.000004,1
10,0.90,Untreated glass,20,0.09,485,0.999993,0.000003,1
10,0.90,Untreated glass,20,0.09,490,0.999994,0.000003,1
10,0.90,Untreated glass,20,0.09,495,0.999995,0.000002,1
10,0.90,Untreated glass,20,0.09,500,0.999996,0.000002,1
10,0.90,Untreated glass,20,0.09,505,0.999997,0.000001,1
10,0.90,Untreated glass,20,0.09,510,0.999997,0.000001,1
10,0.90,Untreated glass,20,0.09,515,0.999998,0.000001,1
10,0.90,Untreated glass,20,0.09,520,0.999998,0.000001,1
10,0.90,Untreated glass,20,0.09,525,0.999999,0.000001,1
10,0.90,Untreated glass,20,0.09,530,0.999999,0.000001,1
10,0.90,Untreated glass,20,0.09,535,0.999999,0.000000,1
10,0.90,Untreated glass,20,0.09,540,0.999999,0.000000,1
10,0.90,Untreated glass,20,0.09,545,0.999999,0.000000,1
10,0.90,Untreated glass,20,0.09,550,0.999999,0.000000,1
10,0.90,Untreated glass,20,0.09,555,1.000000,0.000000,1
10,0.90,Untreated glass,20,0.09,560,1.000000,0.000000,1
10,0.90,Untreated glass,20,0.09,565,1.000000,0.000000,1
10,0.90,Untreated glass,20,0.09,570,1.000000,0.000000,1
10,0.90,Untreated glass,20,0.09,575,1.000000,0.000000,1
10,0.90,Untreated glass,20,0.09,580,1.000000,0.000000,1
10,0.90,Untreated glass,20,0.09,585,1.000000,0.000000,1
10,0.90,Untreated glass,20,0.09,590,1.000000,0.000000,1
10,0.90,Untreated glass,20,0.09,595,1.000000,0.000000,1
10,0.90,Untreated glass,20,0.09,600,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,0,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,5,0.584270,0.121884,1
10,0.90,Hydrophilic coat,10,0.35,10,0.571164,0.170670,1
10,0.90,Hydrophilic coat,10,0.35,15,0.508329,0.225817,0
10,0.90,Hydrophilic coat,10,0.35,20,0.467523,0.281264,0
10,0.90,Hydrophilic coat,10,0.35,25,0.447315,0.330825,0
10,0.90,Hydrophilic coat,10,0.35,30,0.427966,0.370675,0
10,0.90,Hydrophilic coat,10,0.35,35,0.403792,0.400078,0
10,0.90,Hydrophilic coat,10,0.35,40,0.418751,0.420425,0
10,0.90,Hydrophilic coat,10,0.35,45,0.407443,0.433888,0
10,0.90,Hydrophilic coat,10,0.35,50,0.425808,0.442534,0
10,0.90,Hydrophilic coat,10,0.35,55,0.419558,0.447980,0
10,0.90,Hydrophilic coat,10,0.35,60,0.441968,0.451370,0
10,0.90,Hydrophilic coat,10,0.35,65,0.435975,0.453463,0
10,0.90,Hydrophilic coat,10,0.35,70,0.452884,0.454749,0
10,0.90,Hydrophilic coat,10,0.35,75,0.460612,0.455538,0
10,0.90,Hydrophilic coat,10,0.35,80,0.458677,0.456021,0
10,0.90,Hydrophilic coat,10,0.35,85,0.477059,0.456315,0
10,0.90,Hydrophilic coat,10,0.35,90,0.480118,0.456495,0
10,0.90,Hydrophilic coat,10,0.35,95,0.478840,0.456605,0
10,0.90,Hydrophilic coat,10,0.35,100,0.494160,0.456673,0
10,0.90,Hydrophilic coat,10,0.35,105,0.500516,0.456713,0
10,0.90,Hydrophilic coat,10,0.35,110,0.496704,0.456738,0
10,0.90,Hydrophilic coat,10,0.35,115,0.505267,0.456754,0
10,0.90,Hydrophilic coat,10,0.35,120,0.517490,0.456763,0
10,0.90,Hydrophilic coat,10,0.35,125,0.517023,0.456769,0
10,0.90,Hydrophilic coat,10,0.35,130,0.515529,0.456772,0
10,0.90,Hydrophilic coat,10,0.35,135,0.524965,0.456774,1
10,0.90,Hydrophilic coat,10,0.35,140,0.534629,0.456776,1
10,0.90,Hydrophilic coat,10,0.35,145,0.534109,0.456776,1
10,0.90,Hydrophilic coat,10,0.35,150,0.532120,0.456777,1
10,0.90,Hydrophilic coat,10,0.35,155,0.538655,0.456777,1
10,0.90,Hydrophilic coat,10,0.35,160,0.548364,0.456777,1
10,0.90,Hydrophilic coat,10,0.35,165,0.551069,0.456777,1
10,0.90,Hydrophilic coat,10,0.35,170,0.548304,0.456777,1
10,0.90,Hydrophilic coat,10,0.35,175,0.549491,0.456778,1
10,0.90,Hydrophilic coat,10,0.35,180,0.557218,0.456778,1
10,0.90,Hydrophilic coat,10,0.35,185,0.624579,0.376061,1
10,0.90,Hydrophilic coat,10,0.35,190,0.679559,0.309608,1
10,0.90,Hydrophilic coat,10,0.35,195,0.725808,0.254897,1
10,0.90,Hydrophilic coat,10,0.35,200,0.768743,0.209855,1
10,0.90,Hydrophilic coat,10,0.35,205,0.808744,0.172772,1
10,0.90,Hydrophilic coat,10,0.35,210,0.842816,0.142242,1
10,0.90,Hydrophilic coat,10,0.35,215,0.869556,0.117106,1
10,0.90,Hydrophilic coat,10,0.35,220,0.890703,0.096413,1
10,0.90,Hydrophilic coat,10,0.35,225,0.908843,0.079376,1
10,0.90,Hydrophilic coat,10,0.35,230,0.925110,0.065349,1
10,0.90,Hydrophilic coat,10,0.35,235,0.939140,0.053801,1
10,0.90,Hydrophilic coat,10,0.35,240,0.950396,0.044294,1
10,0.90,Hydrophilic coat,10,0.35,245,0.959080,0.036467,1
10,0.90,Hydrophilic coat,10,0.35,250,0.965990,0.030023,1
10,0.90,Hydrophilic coat,10,0.35,255,0.971864,0.024718,1
10,0.90,Hydrophilic coat,10,0.35,260,0.977002,0.020350,1
10,0.90,Hydrophilic coat,10,0.35,265,0.981362,0.016754,1
10,0.90,Hydrophilic coat,10,0.35,270,0.984864,0.013793,1
10,0.90,Hydrophilic coat,10,0.35,275,0.987583,0.011356,1
10,0.90,Hydrophilic coat,10,0.35,280,0.989723,0.009349,1
10,0.90,Hydrophilic coat,10,0.35,285,0.991495,0.007697,1
10,0.90,Hydrophilic coat,10,0.35,290,0.993020,0.006337,1
10,0.90,Hydrophilic coat,10,0.35,295,0.994325,0.005217,1
10,0.90,Hydrophilic coat,10,0.35,300,0.995401,0.004295,1
10,0.90,Hydrophilic coat,10,0.35,305,0.996254,0.003536,1
10,0.90,Hydrophilic coat,10,0.35,310,0.996921,0.002911,1
10,0.90,Hydrophilic coat,10,0.35,315,0.997453,0.002397,1
10,0.90,Hydrophilic coat,10,0.35,320,0.997895,0.001973,1
10,0.90,Hydrophilic coat,10,0.35,325,0.998273,0.001625,1
10,0.90,Hydrophilic coat,10,0.35,330,0.998594,0.001338,1
10,0.90,Hydrophilic coat,10,0.35,335,0.998860,0.001101,1
10,0.90,Hydrophilic coat,10,0.35,340,0.999072,0.000907,1
10,0.90,Hydrophilic coat,10,0.35,345,0.999239,0.000746,1
10,0.90,Hydrophilic coat,10,0.35,350,0.999371,0.000615,1
10,0.90,Hydrophilic coat,10,0.35,355,0.999480,0.000506,1
10,0.90,Hydrophilic coat,10,0.35,360,0.999572,0.000417,1
10,0.90,Hydrophilic coat,10,0.35,365,0.999650,0.000343,1
10,0.90,Hydrophilic coat,10,0.35,370,0.999715,0.000282,1
10,0.90,Hydrophilic coat,10,0.35,375,0.999769,0.000232,1
10,0.90,Hydrophilic coat,10,0.35,380,0.999811,0.000191,1
10,0.90,Hydrophilic coat,10,0.35,385,0.999845,0.000158,1
10,0.90,Hydrophilic coat,10,0.35,390,0.999872,0.000130,1
10,0.90,Hydrophilic coat,10,0.35,395,0.999894,0.000107,1
10,0.90,Hydrophilic coat,10,0.35,400,0.999913,0.000088,1
10,0.90,Hydrophilic coat,10,0.35,405,0.999929,0.000072,1
10,0.90,Hydrophilic coat,10,0.35,410,0.999942,0.000060,1
10,0.90,Hydrophilic coat,10,0.35,415,0.999953,0.000049,1
10,0.90,Hydrophilic coat,10,0.35,420,0.999961,0.000040,1
10,0.90,Hydrophilic coat,10,0.35,425,0.999968,0.000033,1
10,0.90,Hydrophilic coat,10,0.35,430,0.999974,0.000027,1
10,0.90,Hydrophilic coat,10,0.35,435,0.999978,0.000023,1
10,0.90,Hydrophilic coat,10,0.35,440,0.999982,0.000019,1
10,0.90,Hydrophilic coat,10,0.35,445,0.999985,0.000015,1
10,0.90,Hydrophilic coat,10,0.35,450,0.999988,0.000013,1
10,0.90,Hydrophilic coat,10,0.35,455,0.999990,0.000010,1
10,0.90,Hydrophilic coat,10,0.35,460,0.999992,0.000009,1
10,0.90,Hydrophilic coat,10,0.35,465,0.999994,0.000007,1
10,0.90,Hydrophilic coat,10,0.35,470,0.999995,0.000006,1
10,0.90,Hydrophilic coat,10,0.35,475,0.999996,0.000005,1
10,0.90,Hydrophilic coat,10,0.35,480,0.999996,0.000004,1
10,0.90,Hydrophilic coat,10,0.35,485,0.999997,0.000003,1
10,0.90,Hydrophilic coat,10,0.35,490,0.999998,0.000003,1
10,0.90,Hydrophilic coat,10,0.35,495,0.999998,0.000002,1
10,0.90,Hydrophilic coat,10,0.35,500,0.999998,0.000002,1
10,0.90,Hydrophilic coat,10,0.35,505,0.999999,0.000001,1
10,0.90,Hydrophilic coat,10,0.35,510,0.999999,0.000001,1
10,0.90,Hydrophilic coat,10,0.35,515,0.999999,0.000001,1
10,0.90,Hydrophilic coat,10,0.35,520,0.999999,0.000001,1
10,0.90,Hydrophilic coat,10,0.35,525,0.999999,0.000001,1
10,0.90,Hydrophilic coat,10,0.35,530,0.999999,0.000001,1
10,0.90,Hydrophilic coat,10,0.35,535,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,540,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,545,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,550,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,555,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,560,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,565,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,570,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,575,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,580,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,585,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,590,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,595,1.000000,0.000000,1
10,0.90,Hydrophilic coat,10,0.35,600,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,0,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,5,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,10,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,15,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,20,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,25,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,30,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,35,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,40,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,45,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,50,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,55,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,60,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,65,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,70,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,75,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,80,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,85,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,90,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,95,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,100,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,105,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,110,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,115,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,120,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,125,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,130,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,135,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,140,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,145,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,150,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,155,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,160,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,165,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,170,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,175,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,180,0.805408,0.090256,1
10,0.90,Hydrophobic coat,100,0.14,185,0.910963,0.074307,1
10,0.90,Hydrophobic coat,100,0.14,190,0.935656,0.061176,1
10,0.90,Hydrophobic coat,100,0.14,195,0.953012,0.050366,1
10,0.90,Hydrophobic coat,100,0.14,200,0.964422,0.041466,1
10,0.90,Hydrophobic coat,100,0.14,205,0.973152,0.034138,1
10,0.90,Hydrophobic coat,100,0.14,210,0.979804,0.028106,1
10,0.90,Hydrophobic coat,100,0.14,215,0.983441,0.023139,1
10,0.90,Hydrophobic coat,100,0.14,220,0.987255,0.019050,1
10,0.90,Hydrophobic coat,100,0.14,225,0.989758,0.015684,1
10,0.90,Hydrophobic coat,100,0.14,230,0.991929,0.012913,1
10,0.90,Hydrophobic coat,100,0.14,235,0.993444,0.010631,1
10,0.90,Hydrophobic coat,100,0.14,240,0.994897,0.008752,1
10,0.90,Hydrophobic coat,100,0.14,245,0.995750,0.007206,1
10,0.90,Hydrophobic coat,100,0.14,250,0.996702,0.005932,1
10,0.90,Hydrophobic coat,100,0.14,255,0.997301,0.004884,1
10,0.90,Hydrophobic coat,100,0.14,260,0.997796,0.004021,1
10,0.90,Hydrophobic coat,100,0.14,265,0.998277,0.003310,1
10,0.90,Hydrophobic coat,100,0.14,270,0.998577,0.002725,1
10,0.90,Hydrophobic coat,100,0.14,275,0.998837,0.002244,1
10,0.90,Hydrophobic coat,100,0.14,280,0.999085,0.001847,1
10,0.90,Hydrophobic coat,100,0.14,285,0.999252,0.001521,1
10,0.90,Hydrophobic coat,100,0.14,290,0.999380,0.001252,1
10,0.90,Hydrophobic coat,100,0.14,295,0.999506,0.001031,1
10,0.90,Hydrophobic coat,100,0.14,300,0.999605,0.000849,1
10,0.90,Hydrophobic coat,100,0.14,305,0.999672,0.000699,1
10,0.90,Hydrophobic coat,100,0.14,310,0.999731,0.000575,1
10,0.90,Hydrophobic coat,100,0.14,315,0.999785,0.000474,1
10,0.90,Hydrophobic coat,100,0.14,320,0.999827,0.000390,1
10,0.90,Hydrophobic coat,100,0.14,325,0.999857,0.000321,1
10,0.90,Hydrophobic coat,100,0.14,330,0.999882,0.000264,1
10,0.90,Hydrophobic coat,100,0.14,335,0.999905,0.000218,1
10,0.90,Hydrophobic coat,100,0.14,340,0.999924,0.000179,1
10,0.90,Hydrophobic coat,100,0.14,345,0.999938,0.000147,1
10,0.90,Hydrophobic coat,100,0.14,350,0.999948,0.000121,1
10,0.90,Hydrophobic coat,100,0.14,355,0.999958,0.000100,1
10,0.90,Hydrophobic coat,100,0.14,360,0.999966,0.000082,1
10,0.90,Hydrophobic coat,100,0.14,365,0.999973,0.000068,1
10,0.90,Hydrophobic coat,100,0.14,370,0.999977,0.000056,1
10,0.90,Hydrophobic coat,100,0.14,375,0.999981,0.000046,1
10,0.90,Hydrophobic coat,100,0.14,380,0.999985,0.000038,1
10,0.90,Hydrophobic coat,100,0.14,385,0.999988,0.000031,1
10,0.90,Hydrophobic coat,100,0.14,390,0.999990,0.000026,1
10,0.90,Hydrophobic coat,100,0.14,395,0.999992,0.000021,1
10,0.90,Hydrophobic coat,100,0.14,400,0.999993,0.000017,1
10,0.90,Hydrophobic coat,100,0.14,405,0.999994,0.000014,1
10,0.90,Hydrophobic coat,100,0.14,410,0.999995,0.000012,1
10,0.90,Hydrophobic coat,100,0.14,415,0.999996,0.000010,1
10,0.90,Hydrophobic coat,100,0.14,420,0.999997,0.000008,1
10,0.90,Hydrophobic coat,100,0.14,425,0.999998,0.000007,1
10,0.90,Hydrophobic coat,100,0.14,430,0.999998,0.000005,1
10,0.90,Hydrophobic coat,100,0.14,435,0.999998,0.000004,1
10,0.90,Hydrophobic coat,100,0.14,440,0.999999,0.000004,1
10,0.90,Hydrophobic coat,100,0.14,445,0.999999,0.000003,1
10,0.90,Hydrophobic coat,100,0.14,450,0.999999,0.000002,1
10,0.90,Hydrophobic coat,100,0.14,455,0.999999,0.000002,1
10,0.90,Hydrophobic coat,100,0.14,460,0.999999,0.000002,1
10,0.90,Hydrophobic coat,100,0.14,465,1.000000,0.000001,1
10,0.90,Hydrophobic coat,100,0.14,470,1.000000,0.000001,1
10,0.90,Hydrophobic coat,100,0.14,475,1.000000,0.000001,1
10,0.90,Hydrophobic coat,100,0.14,480,1.000000,0.000001,1
10,0.90,Hydrophobic coat,100,0.14,485,1.000000,0.000001,1
10,0.90,Hydrophobic coat,100,0.14,490,1.000000,0.000001,1
10,0.90,Hydrophobic coat,100,0.14,495,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,500,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,505,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,510,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,515,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,520,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,525,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,530,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,535,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,540,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,545,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,550,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,555,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,560,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,565,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,570,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,575,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,580,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,585,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,590,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,595,1.000000,0.000000,1
10,0.90,Hydrophobic coat,100,0.14,600,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,0,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,5,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,10,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,15,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,20,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,25,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,30,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,35,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,40,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,45,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,50,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,55,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,60,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,65,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,70,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,75,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,80,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,85,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,90,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,95,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,100,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,105,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,110,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,115,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,120,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,125,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,130,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,135,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,140,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,145,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,150,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,155,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,160,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,165,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,170,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,175,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,180,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,185,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,190,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,195,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,200,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,205,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,210,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,215,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,220,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,225,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,230,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,235,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,240,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,245,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,250,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,255,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,260,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,265,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,270,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,275,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,280,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,285,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,290,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,295,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,300,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,305,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,310,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,315,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,320,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,325,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,330,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,335,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,340,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,345,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,350,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,355,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,360,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,365,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,370,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,375,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,380,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,385,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,390,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,395,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,400,1.000000,0.000000,1
