DeltaT_C,RH,surface,theta_deg,tau_min,t_s,tau,C,A
5,0.90,Hydrophobic coat,100,0.14,385,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,390,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,395,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,400,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,405,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,410,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,415,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,420,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,425,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,430,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,435,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,440,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,445,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,450,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,455,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,460,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,465,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,470,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,475,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,480,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,485,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,490,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,495,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,500,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,505,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,510,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,515,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,520,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,525,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,530,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,535,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,540,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,545,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,550,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,555,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,560,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,565,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,570,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,575,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,580,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,585,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,590,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,595,1.000000,0.000000,1
5,0.90,Hydrophobic coat,100,0.14,600,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,0,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,5,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,10,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,15,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,20,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,25,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,30,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,35,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,40,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,45,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,50,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,55,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,60,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,65,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,70,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,75,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,80,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,85,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,90,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,95,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,100,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,105,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,110,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,115,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,120,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,125,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,130,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,135,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,140,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,145,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,150,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,155,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,160,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,165,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,170,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,175,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,180,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,185,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,190,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,195,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,200,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,205,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,210,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,215,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,220,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,225,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,230,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,235,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,240,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,245,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,250,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,255,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,260,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,265,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,270,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,275,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,280,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,285,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,290,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,295,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,300,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,305,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,310,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,315,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,320,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,325,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,330,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,335,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,340,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,345,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,350,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,355,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,360,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,365,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,370,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,375,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,380,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,385,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,390,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,395,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,400,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,405,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,410,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,415,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,420,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,425,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,430,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,435,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,440,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,445,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,450,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,455,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,460,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,465,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,470,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,475,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,480,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,485,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,490,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,495,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,500,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,505,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,510,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,515,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,520,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,525,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,530,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,535,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,540,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,545,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,550,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,555,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,560,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,565,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,570,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,575,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,580,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,585,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,590,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,595,1.000000,0.000000,1
5,0.90,Superhydrophobic,150,0.28,600,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,0,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,5,0.500184,0.071127,0
10,0.60,Untreated glass,20,0.09,10,0.467135,0.100338,0
10,0.60,Untreated glass,20,0.09,15,0.405043,0.133885,0
10,0.60,Untreated glass,20,0.09,20,0.358044,0.168195,0
10,0.60,Untreated glass,20,0.09,25,0.330680,0.199365,0
10,0.60,Untreated glass,20,0.09,30,0.300339,0.224781,0
10,0.60,Untreated glass,20,0.09,35,0.281877,0.243739,0
10,0.60,Untreated glass,20,0.09,40,0.295483,0.256961,0
10,0.60,Untreated glass,20,0.09,45,0.281073,0.265757,0
10,0.60,Untreated glass,20,0.09,50,0.302141,0.271426,0
10,0.60,Untreated glass,20,0.09,55,0.293463,0.275005,0
10,0.60,Untreated glass,20,0.09,60,0.316123,0.277235,0
10,0.60,Untreated glass,20,0.09,65,0.312130,0.278614,0
10,0.60,Untreated glass,20,0.09,70,0.325185,0.279462,0
10,0.60,Untreated glass,20,0.09,75,0.337532,0.279981,0
10,0.60,Untreated glass,20,0.09,80,0.333363,0.280300,0
10,0.60,Untreated glass,20,0.09,85,0.351064,0.280494,0
10,0.60,Untreated glass,20,0.09,90,0.357709,0.280613,0
10,0.60,Untreated glass,20,0.09,95,0.354464,0.280685,0
10,0.60,Untreated glass,20,0.09,100,0.369113,0.280730,0
10,0.60,Untreated glass,20,0.09,105,0.378602,0.280757,0
10,0.60,Untreated glass,20,0.09,110,0.374365,0.280773,0
10,0.60,Untreated glass,20,0.09,115,0.381228,0.280783,0
10,0.60,Untreated glass,20,0.09,120,0.395310,0.280789,0
10,0.60,Untreated glass,20,0.09,125,0.396622,0.280793,0
10,0.60,Untreated glass,20,0.09,130,0.393876,0.280795,0
10,0.60,Untreated glass,20,0.09,135,0.402603,0.280797,0
10,0.60,Untreated glass,20,0.09,140,0.414159,0.280797,0
10,0.60,Untreated glass,20,0.09,145,0.415009,0.280798,0
10,0.60,Untreated glass,20,0.09,150,0.412114,0.280798,0
10,0.60,Untreated glass,20,0.09,155,0.417883,0.280799,0
10,0.60,Untreated glass,20,0.09,160,0.428846,0.280799,0
10,0.60,Untreated glass,20,0.09,165,0.433204,0.280799,0
10,0.60,Untreated glass,20,0.09,170,0.430391,0.280799,0
10,0.60,Untreated glass,20,0.09,175,0.430606,0.280799,0
10,0.60,Untreated glass,20,0.09,180,0.438423,0.280799,0
10,0.60,Untreated glass,20,0.09,185,0.515563,0.231179,0
10,0.60,Untreated glass,20,0.09,190,0.581485,0.190328,1
10,0.60,Untreated glass,20,0.09,195,0.637819,0.156695,1
10,0.60,Untreated glass,20,0.09,200,0.690762,0.129006,1
10,0.60,Untreated glass,20,0.09,205,0.741450,0.106209,1
10,0.60,Untreated glass,20,0.09,210,0.786031,0.087441,1
10,0.60,Untreated glass,20,0.09,215,0.821768,0.071990,1
10,0.60,Untreated glass,20,0.09,220,0.850115,0.059269,1
10,0.60,Untreated glass,20,0.09,225,0.874342,0.048795,1
10,0.60,Untreated glass,20,0.09,230,0.896203,0.040173,1
10,0.60,Untreated glass,20,0.09,235,0.915350,0.033074,1
10,0.60,Untreated glass,20,0.09,240,0.930939,0.027229,1
10,0.60,Untreated glass,20,0.09,245,0.943033,0.022418,1
10,0.60,Untreated glass,20,0.09,250,0.952607,0.018456,1
10,0.60,Untreated glass,20,0.09,255,0.960696,0.015195,1
10,0.60,Untreated glass,20,0.09,260,0.967786,0.012510,1
10,0.60,Untreated glass,20,0.09,265,0.973854,0.010299,1
10,0.60,Untreated glass,20,0.09,270,0.978773,0.008479,1
10,0.60,Untreated glass,20,0.09,275,0.982604,0.006981,1
10,0.60,Untreated glass,20,0.09,280,0.985609,0.005747,1
10,0.60,Untreated glass,20,0.09,285,0.988079,0.004732,1
10,0.60,Untreated glass,20,0.09,290,0.990199,0.003896,1
10,0.60,Untreated glass,20,0.09,295,0.992020,0.003207,1
10,0.60,Untreated glass,20,0.09,300,0.993533,0.002640,1
10,0.60,Untreated glass,20,0.09,305,0.994738,0.002174,1
10,0.60,Untreated glass,20,0.09,310,0.995679,0.001790,1
10,0.60,Untreated glass,20,0.09,315,0.996427,0.001473,1
10,0.60,Untreated glass,20,0.09,320,0.997046,0.001213,1
10,0.60,Untreated glass,20,0.09,325,0.997573,0.000999,1
10,0.60,Untreated glass,20,0.09,330,0.998023,0.000822,1
10,0.60,Untreated glass,20,0.09,335,0.998395,0.000677,1
10,0.60,Untreated glass,20,0.09,340,0.998695,0.000557,1
10,0.60,Untreated glass,20,0.09,345,0.998931,0.000459,1
10,0.60,Untreated glass,20,0.09,350,0.999118,0.000378,1
10,0.60,Untreated glass,20,0.09,355,0.999270,0.000311,1
10,0.60,Untreated glass,20,0.09,360,0.999399,0.000256,1
10,0.60,Untreated glass,20,0.09,365,0.999508,0.000211,1
10,0.60,Untreated glass,20,0.09,370,0.999599,0.000174,1
10,0.60,Untreated glass,20,0.09,375,0.999674,0.000143,1
10,0.60,Untreated glass,20,0.09,380,0.999735,0.000118,1
10,0.60,Untreated glass,20,0.09,385,0.999782,0.000097,1
10,0.60,Untreated glass,20,0.09,390,0.999820,0.000080,1
10,0.60,Untreated glass,20,0.09,395,0.999851,0.000066,1
10,0.60,Untreated glass,20,0.09,400,0.999877,0.000054,1
10,0.60,Untreated glass,20,0.09,405,0.999900,0.000044,1
10,0.60,Untreated glass,20,0.09,410,0.999918,0.000037,1
10,0.60,Untreated glass,20,0.09,415,0.999933,0.000030,1
10,0.60,Untreated glass,20,0.09,420,0.999946,0.000025,1
10,0.60,Untreated glass,20,0.09,425,0.999956,0.000020,1
10,0.60,Untreated glass,20,0.09,430,0.999963,0.000017,1
10,0.60,Untreated glass,20,0.09,435,0.999970,0.000014,1
10,0.60,Untreated glass,20,0.09,440,0.999975,0.000011,1
10,0.60,Untreated glass,20,0.09,445,0.999979,0.000009,1
10,0.60,Untreated glass,20,0.09,450,0.999983,0.000008,1
10,0.60,Untreated glass,20,0.09,455,0.999986,0.000006,1
10,0.60,Untreated glass,20,0.09,460,0.999989,0.000005,1
10,0.60,Untreated glass,20,0.09,465,0.999991,0.000004,1
10,0.60,Untreated glass,20,0.09,470,0.999993,0.000004,1
10,0.60,Untreated glass,20,0.09,475,0.999994,0.000003,1
10,0.60,Untreated glass,20,0.09,480,0.999995,0.000002,1
10,0.60,Untreated glass,20,0.09,485,0.999996,0.000002,1
10,0.60,Untreated glass,20,0.09,490,0.999997,0.000002,1
10,0.60,Untreated glass,20,0.09,495,0.999997,0.000001,1
10,0.60,Untreated glass,20,0.09,500,0.999998,0.000001,1
10,0.60,Untreated glass,20,0.09,505,0.999998,0.000001,1
10,0.60,Untreated glass,20,0.09,510,0.999998,0.000001,1
10,0.60,Untreated glass,20,0.09,515,0.999999,0.000001,1
10,0.60,Untreated glass,20,0.09,520,0.999999,0.000001,1
10,0.60,Untreated glass,20,0.09,525,0.999999,0.000000,1
10,0.60,Untreated glass,20,0.09,530,0.999999,0.000000,1
10,0.60,Untreated glass,20,0.09,535,0.999999,0.000000,1
10,0.60,Untreated glass,20,0.09,540,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,545,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,550,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,555,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,560,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,565,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,570,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,575,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,580,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,585,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,590,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,595,1.000000,0.000000,1
10,0.60,Untreated glass,20,0.09,600,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,0,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,5,0.718668,0.074927,1
10,0.60,Hydrophilic coat,10,0.35,10,0.708715,0.104918,1
10,0.60,Hydrophilic coat,10,0.35,15,0.659714,0.138818,1
10,0.60,Hydrophilic coat,10,0.35,20,0.626635,0.172904,1
10,0.60,Hydrophilic coat,10,0.35,25,0.609844,0.203371,1
10,0.60,Hydrophilic coat,10,0.35,30,0.593490,0.227868,1
10,0.60,Hydrophilic coat,10,0.35,35,0.572651,0.245944,1
10,0.60,Hydrophilic coat,10,0.35,40,0.585601,0.258452,1
10,0.60,Hydrophilic coat,10,0.35,45,0.575828,0.266728,1
10,0.60,Hydrophilic coat,10,0.35,50,0.591648,0.272043,1
10,0.60,Hydrophilic coat,10,0.35,55,0.586294,0.275391,1
10,0.60,Hydrophilic coat,10,0.35,60,0.605352,0.277474,1
10,0.60,Hydrophilic coat,10,0.35,65,0.600293,0.278761,1
10,0.60,Hydrophilic coat,10,0.35,70,0.614500,0.279552,1
10,0.60,Hydrophilic coat,10,0.35,75,0.620925,0.280037,1
10,0.60,Hydrophilic coat,10,0.35,80,0.619320,0.280333,1
10,0.60,Hydrophilic coat,10,0.35,85,0.634462,0.280515,1
10,0.60,Hydrophilic coat,10,0.35,90,0.636961,0.280625,1
10,0.60,Hydrophilic coat,10,0.35,95,0.635918,0.280693,1
10,0.60,Hydrophilic coat,10,0.35,100,0.648348,0.280734,1
10,0.60,Hydrophilic coat,10,0.35,105,0.653462,0.280759,1
10,0.60,Hydrophilic coat,10,0.35,110,0.650399,0.280775,1
10,0.60,Hydrophilic coat,10,0.35,115,0.657269,0.280784,1
10,0.60,Hydrophilic coat,10,0.35,120,0.666998,0.280790,1
10,0.60,Hydrophilic coat,10,0.35,125,0.666628,0.280793,1
10,0.60,Hydrophilic coat,10,0.35,130,0.665443,0.280795,1
10,0.60,Hydrophilic coat,10,0.35,135,0.672904,0.280797,1
10,0.60,Hydrophilic coat,10,0.35,140,0.680492,0.280798,1
10,0.60,Hydrophilic coat,10,0.35,145,0.680086,0.280798,1
10,0.60,Hydrophilic coat,10,0.35,150,0.678528,0.280798,1
10,0.60,Hydrophilic coat,10,0.35,155,0.683638,0.280799,1
10,0.60,Hydrophilic coat,10,0.35,160,0.691187,0.280799,1
10,0.60,Hydrophilic coat,10,0.35,165,0.693281,0.280799,1
10,0.60,Hydrophilic coat,10,0.35,170,0.691141,0.280799,1
10,0.60,Hydrophilic coat,10,0.35,175,0.692060,0.280799,1
10,0.60,Hydrophilic coat,10,0.35,180,0.698026,0.280799,1
10,0.60,Hydrophilic coat,10,0.35,185,0.748755,0.231179,1
10,0.60,Hydrophilic coat,10,0.35,190,0.788612,0.190328,1
10,0.60,Hydrophilic coat,10,0.35,195,0.821186,0.156695,1
10,0.60,Hydrophilic coat,10,0.35,200,0.850717,0.129006,1
10,0.60,Hydrophilic coat,10,0.35,205,0.877663,0.106209,1
10,0.60,Hydrophilic coat,10,0.35,210,0.900212,0.087441,1
10,0.60,Hydrophilic coat,10,0.35,215,0.917664,0.071990,1
10,0.60,Hydrophilic coat,10,0.35,220,0.931320,0.059269,1
10,0.60,Hydrophilic coat,10,0.35,225,0.942934,0.048795,1
10,0.60,Hydrophilic coat,10,0.35,230,0.953274,0.040173,1
10,0.60,Hydrophilic coat,10,0.35,235,0.962136,0.033074,1
10,0.60,Hydrophilic coat,10,0.35,240,0.969208,0.027229,1
10,0.60,Hydrophilic coat,10,0.35,245,0.974643,0.022418,1
10,0.60,Hydrophilic coat,10,0.35,250,0.978954,0.018456,1
10,0.60,Hydrophilic coat,10,0.35,255,0.982609,0.015195,1
10,0.60,Hydrophilic coat,10,0.35,260,0.985799,0.012510,1
10,0.60,Hydrophilic coat,10,0.35,265,0.988501,0.010299,1
10,0.60,Hydrophilic coat,10,0.35,270,0.990668,0.008479,1
10,0.60,Hydrophilic coat,10,0.35,275,0.992348,0.006981,1
10,0.60,Hydrophilic coat,10,0.35,280,0.993670,0.005747,1
10,0.60,Hydrophilic coat,10,0.35,285,0.994763,0.004732,1
10,0.60,Hydrophilic coat,10,0.35,290,0.995703,0.003896,1
10,0.60,Hydrophilic coat,10,0.35,295,0.996507,0.003207,1
10,0.60,Hydrophilic coat,10,0.35,300,0.997170,0.002640,1
10,0.60,Hydrophilic coat,10,0.35,305,0.997696,0.002174,1
10,0.60,Hydrophilic coat,10,0.35,310,0.998106,0.001790,1
10,0.60,Hydrophilic coat,10,0.35,315,0.998433,0.001473,1
10,0.60,Hydrophilic coat,10,0.35,320,0.998706,0.001213,1
10,0.60,Hydrophilic coat,10,0.35,325,0.998938,0.000999,1
10,0.60,Hydrophilic coat,10,0.35,330,0.999136,0.000822,1
10,0.60,Hydrophilic coat,10,0.35,335,0.999299,0.000677,1
10,0.60,Hydrophilic coat,10,0.35,340,0.999429,0.000557,1
10,0.60,Hydrophilic coat,10,0.35,345,0.999532,0.000459,1
10,0.60,Hydrophilic coat,10,0.35,350,0.999613,0.000378,1
10,0.60,Hydrophilic coat,10,0.35,355,0.999680,0.000311,1
10,0.60,Hydrophilic coat,10,0.35,360,0.999737,0.000256,1
10,0.60,Hydrophilic coat,10,0.35,365,0.999785,0.000211,1
10,0.60,Hydrophilic coat,10,0.35,370,0.999825,0.000174,1
10,0.60,Hydrophilic coat,10,0.35,375,0.999858,0.000143,1
10,0.60,Hydrophilic coat,10,0.35,380,0.999884,0.000118,1
10,0.60,Hydrophilic coat,10,0.35,385,0.999905,0.000097,1
10,0.60,Hydrophilic coat,10,0.35,390,0.999921,0.000080,1
10,0.60,Hydrophilic coat,10,0.35,395,0.999935,0.000066,1
10,0.60,Hydrophilic coat,10,0.35,400,0.999946,0.000054,1
10,0.60,Hydrophilic coat,10,0.35,405,0.999956,0.000044,1
10,0.60,Hydrophilic coat,10,0.35,410,0.999964,0.000037,1
10,0.60,Hydrophilic coat,10,0.35,415,0.999971,0.000030,1
10,0.60,Hydrophilic coat,10,0.35,420,0.999976,0.000025,1
10,0.60,Hydrophilic coat,10,0.35,425,0.999981,0.000020,1
10,0.60,Hydrophilic coat,10,0.35,430,0.999984,0.000017,1
10,0.60,Hydrophilic coat,10,0.35,435,0.999987,0.000014,1
10,0.60,Hydrophilic coat,10,0.35,440,0.999989,0.000011,1
10,0.60,Hydrophilic coat,10,0.35,445,0.999991,0.000009,1
10,0.60,Hydrophilic coat,10,0.35,450,0.999993,0.000008,1
10,0.60,Hydrophilic coat,10,0.35,455,0.999994,0.000006,1
10,0.60,Hydrophilic coat,10,0.35,460,0.999995,0.000005,1
10,0.60,Hydrophilic coat,10,0.35,465,0.999996,0.000004,1
10,0.60,Hydrophilic coat,10,0.35,470,0.999997,0.000004,1
10,0.60,Hydrophilic coat,10,0.35,475,0.999997,0.000003,1
10,0.60,Hydrophilic coat,10,0.35,480,0.999998,0.000002,1
10,0.60,Hydrophilic coat,10,0.35,485,0.999998,0.000002,1
10,0.60,Hydrophilic coat,10,0.35,490,0.999998,0.000002,1
10,0.60,Hydrophilic coat,10,0.35,495,0.999999,0.000001,1
10,0.60,Hydrophilic coat,10,0.35,500,0.999999,0.000001,1
10,0.60,Hydrophilic coat,10,0.35,505,0.999999,0.000001,1
10,0.60,Hydrophilic coat,10,0.35,510,0.999999,0.000001,1
10,0.60,Hydrophilic coat,10,0.35,515,0.999999,0.000001,1
10,0.60,Hydrophilic coat,10,0.35,520,1.000000,0.000001,1
10,0.60,Hydrophilic coat,10,0.35,525,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,530,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,535,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,540,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,545,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,550,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,555,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,560,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,565,1.000000,0.000000,1
10,0.60,Hydrophilic coat,10,0.35,570,1.000000,0.000000,1
